--[[
  ~ dumper · customs · dota2
  ~ credits: rou (a.k.a internetenemy), qfun(a.k.a qfun_g9s)
  ~ special for t.me/wildguild

  ~ build ec5ff63 
  ~ auto-generated — do not edit
]]


Tokens,English
lv_name_M001,lv1. Abandoned Mine
lv_name_M002,lv2. Damp Graveyard
lv_name_M012,lv3. Mine Ruins
lv_name_M003,lv3. Frigid Tundra
lv_name_M006,lv4. Dark Forest
lv_name_M004,lv4. Poison Ivy Courtyard
lv_name_M005,lv5. Temple Plaza
lv_name_M007,lv5. Temple Underground
lv_name_M011,lv5. Frost Rift
lv_name_M008,lv6. Void Outskirts
lv_name_M009,lv7. Shadowless Temple
lv_name_M014,lv8. Ender Thunder Mountain
lv_name_M010,lv8. Ender Temple
lv_name_M013,lv9. Temple of Desire
lv_name_M015,Magic Forest
lv_name_G001,Skyfall Realm